Height_cm,Leaf_Count,New_Growth_Count,Watering_Amount_ml,Watering_Frequency_days,Sunlight_Exposure,Room_Temperature_C,Humidity_%,Fertilizer_Type,Fertilizer_Amount_ml,Pest_Presence,Pest_Severity,Soil_Moisture_%,Soil_Type,Health_Score
26.335216459065744,37.34796609879108,6.273797375707046,490.8445296647095,2.962554352624157,6h full sun,17.53824480732664,48.18112209275406,Liquid feed,49.63468369838911,Fungus gnats,Moderate,32.534690158017945,Sandy,5.051245459338389
40.30781408943835,14.210142016017006,4.026330333757809,171.8946489443674,4.933320127556211,Filtered sunlight through curtain,23.98527845210317,30.7682850701429,Organic,84.84182377212974,Fungus gnats,High,41.355140785023856,Sandy,4.9033427186002
49.89208652109312,6.200931660697115,0.0,345.5096864246926,0.868278315517427,6h full sun,23.07941265965171,72.09269213662067,Chemical,32.36168894204734,Spider mites,Moderate,18.940692673627375,Peaty,0.954085409420631
19.215436655727753,38.3376672844004,5.0935091045710585,480.8372851891294,4.015843898919772,Indirect light all day,28.233054553015137,48.85975810045774,Liquid feed,56.18662010635006,Whiteflies,Low,19.887330031872704,Peaty,2.931113206994968
4.171659468133034,20.00703404915476,3.7636576458775117,109.3438740407984,4.086257394997991,6h full sun,25.04341262780082,44.21543791785593,Chemical,56.5615622373855,Whiteflies,Low,22.908311252714576,Clay,1.0530739977267791
35.879579665234765,8.101863146268798,4.958744762861553,187.67754539836582,1.0622063214299773,6h full sun,26.58626698093279,51.82775786936202,Organic,2.400068064890073,Aphids,Moderate,24.107311739669296,Loamy,3.926061836726659
28.69089756258794,25.200676978579597,6.579028820532037,434.1786068165103,4.091106161540352,Filtered sunlight through curtain,24.83842010184028,47.273420761011266,Compost,12.525483305865542,Fungus gnats,Low,32.14839965607438,Chalky,4.085425243445803
39.812805880358155,22.65188812202139,4.148416777603783,214.06739892525616,2.9657390242610964,6h full sun,23.682308451358885,65.70663933847752,Chemical,44.94993551900457,Fungus gnats,Low,20.105140526115388,Sandy,0.9791076740763811
35.22661336764958,7.914700265634183,6.003999905360331,286.10759450267847,3.0914206206655503,6h full sun,24.506412453666485,53.510385086125034,Chemical,93.36264903412273,Aphids,Moderate,44.614242279323896,Clay,4.083087020162292
29.529387143660777,26.157152722089716,0.0,370.3135907950167,4.093814522064858,6h full sun,27.46361902378952,68.76713383111553,Compost,14.267957233227277,Spider mites,Moderate,39.31955608609356,Clay,0.9890288319947181
14.506028209969402,36.50626552772869,4.939088758910612,211.25538237620464,3.985608494704274,3h direct morning sun,29.007288901489442,31.934612827129087,Chemical,60.94384418362284,Aphids,High,49.94688788080905,Peaty,4.030341772092618
19.690869322603955,27.822547854048317,5.142862309726048,241.03179467145114,2.140384196949734,Indirect light all day,20.92315886553644,42.49884960184264,Compost,36.096550018882574,Spider mites,Moderate,59.00541071034077,Chalky,2.937514323089995
15.270911231866698,40.35033748577675,3.130192846941806,134.75753009423144,2.8106012030573644,6h full sun,22.51431367163735,71.68697438283154,Chemical,54.13994172974578,Whiteflies,Moderate,31.066860666363063,Chalky,1.9996276122934489
42.104593146042866,26.22488408913365,6.100623470889336,461.08740619312994,1.9138704756843419,3h direct morning sun,29.34366075230154,47.804020064410196,Chemical,47.943445937170516,Aphids,Low,33.043426925607726,Loamy,2.927612345969196
39.23690394896111,20.20308653893042,4.8543499866261195,291.0705758819388,0.998482415112069,Indirect light all day,26.8976364726195,40.14138116076833,Organic,65.00694068705553,Spider mites,Low,45.3970056267276,Silty,4.0550945842885575
28.490381296756688,35.89995873337212,0.0,273.7630938840212,0.9664551043655925,Filtered sunlight through curtain,19.93892489973462,31.71859822486311,Chemical,35.138493287871746,Whiteflies,High,11.243999284855816,Loamy,2.0626946079133384
28.10123509953663,46.93280824683282,4.0404999525107295,83.04940282387406,6.032816182043767,Indirect light all day,25.299799568630046,31.42566687575945,Chemical,7.096219038029552,Aphids,Moderate,32.10321493363026,Chalky,3.967364242403323
39.94159275168343,21.375335021363092,3.787850455810041,401.6004634736663,2.9598255587204885,6h full sun,21.288657537638116,57.78740494272014,Chemical,2.5873724388477872,Whiteflies,Low,11.528021639516595,Silty,1.9769216214269771
20.430569228753793,16.514405863430053,0.17908219210469523,354.85519094456447,1.9515000631800155,Low light corner,24.94283458680539,75.91221074858998,Organic,57.933003962967334,Whiteflies,Low,51.497402303574574,Loamy,3.0579975500453704
27.40275228716964,44.24758654327953,0.7818577578056237,288.5878157226096,5.105179115280793,6h full sun,19.95605283084525,47.45566619911413,Compost,64.72944595760828,Whiteflies,Low,17.111205940601995,Sandy,0.9880533592666483
13.22144682397068,38.22110335549036,7.269972623867576,96.97066388870155,2.870831939729263,Indirect light all day,20.12807863113573,42.06971422477321,Compost,18.720501586012567,Spider mites,Moderate,16.41324442212532,Loamy,0.8994953120040017
35.28324776374289,17.095599725912166,6.065944922063657,210.72511378211618,0.8541906293144383,Low light corner,25.649651626999905,35.40674846037825,Chemical,32.75317435828937,Whiteflies,High,52.039045674941086,Chalky,5.007132995712098
38.46634274606248,13.801515668485205,3.785599139400641,181.8250422271953,5.000303511814361,Filtered sunlight through curtain,24.09175912120132,30.547858522800134,Organic,83.74629708713269,Fungus gnats,High,42.66818359810424,Sandy,4.973712851042501
16.505682527654848,38.130797467215956,5.79630443875761,373.2958014596278,3.1038744435837047,Filtered sunlight through curtain,28.04356228153856,45.96049357790566,Chemical,36.287671402258155,Aphids,Moderate,44.744945925546546,Clay,4.044596091976828
45.19939066386502,28.78817537210451,2.8413851525243956,449.2013411258956,3.77317522518721,3h direct morning sun,18.24107900994631,55.25243151542288,Organic,27.331498218341203,Aphids,Moderate,14.224634542203981,Chalky,4.9905446340633475
33.73767903764735,20.487323281505226,5.049595191250169,298.34524579967984,1.0479670091582165,3h direct morning sun,16.827755491130702,42.18284627817999,Chemical,83.7324726589863,Whiteflies,Low,25.533845394444704,Chalky,2.0342187298010446
39.225357076649935,23.41000848942558,4.997110202097756,360.1381374813325,3.0703899289946466,Low light corner,24.229486591126452,76.7943344986252,Compost,24.289242748742698,Whiteflies,Moderate,32.58924953930383,Sandy,4.126267757167107
15.35907353155404,30.226207967616144,1.9339761205160235,447.9179943240515,0.9613096063122495,Indirect light all day,26.70189969171853,35.21381166434448,Chemical,40.91743676105336,Fungus gnats,Low,11.737871545412483,Loamy,4.080892294760496
27.636661738893423,31.735138207262995,9.00194807205919,231.08176327095933,2.120259085641042,Indirect light all day,20.885361373395625,69.09861679065226,Chemical,63.80947754088588,Spider mites,Low,39.65671363532247,Loamy,1.0640789643910036
30.770055464648223,22.49773194584639,2.1169403103965356,110.4445010855861,1.8749747576248146,Indirect light all day,26.11067262490472,61.22034249010719,Liquid feed,88.71677503646355,Whiteflies,High,36.492041081551115,Clay,1.0893240771035908
47.227770419022946,31.407543652439685,4.925906812385339,161.40328845189592,2.9117530450486235,3h direct morning sun,27.92453609179273,69.40605265114932,Compost,80.33196454773532,Fungus gnats,High,51.62594063738046,Sandy,3.9941210228791766
29.472009513139305,43.85210156537068,0.0,411.17583843127136,5.009111545596399,3h direct morning sun,23.406151779593635,63.384284571659734,Compost,58.2324934468512,Whiteflies,Low,20.470875377054114,Silty,1.8828523735694236
26.539223996307342,20.06334647037815,3.2342295795563474,190.81077170842946,3.907990195132928,3h direct morning sun,23.598271312140596,61.52245117947718,Organic,98.9386179327001,Whiteflies,Moderate,23.287522802033397,Loamy,2.050648248399966
29.920972701176613,46.31399815993926,0.8197450871565212,252.31195375833363,6.142881050867983,Indirect light all day,20.033381322656048,49.945541813232815,Chemical,99.39435387594503,Whiteflies,Low,25.53884490967659,Loamy,2.0603931047846116
40.10227637013858,11.706188897043688,2.963537796194751,465.1661628057429,2.0802430879917924,Low light corner,20.823754266969942,75.32102573116754,Chemical,15.43678833900432,Spider mites,Low,51.44954497856118,Clay,4.947004002317621
15.780791092006346,18.6470940679932,8.99592737298153,270.8966394784718,2.0758737633928788,6h full sun,26.872515459470023,68.40907799883342,Chemical,28.022716631010827,Whiteflies,Moderate,59.587017833352775,Chalky,3.066957907630218
25.017641854541445,25.769906120312037,8.973903191417927,465.58132578633996,6.100824745629338,Low light corner,26.659391886712136,58.21475629507072,Organic,65.70152654558167,Whiteflies,High,47.34317187753275,Silty,4.977252291762035
33.312715691988494,12.794682033089671,6.908826120821866,264.93386796337177,5.946501983119578,Indirect light all day,23.133121885831393,46.015769983450134,Liquid feed,26.23649208429392,Aphids,High,19.429575037878536,Clay,5.078822786780971
21.275758741852886,35.349223661995666,0.0,136.828640713611,5.842785875025387,3h direct morning sun,24.64462981699319,56.034267246856146,Chemical,41.09374283528203,Whiteflies,Low,24.734372617495396,Loamy,1.9886374041807293
27.040950655498744,31.528608130173716,4.948057318096275,351.45193660359155,4.030709008894446,3h direct morning sun,27.84152979351492,43.078888127540885,Compost,47.462325519010335,Spider mites,Low,47.08724281677219,Clay,2.0406711580537626
4.915009615851948,48.38412142023296,7.888796522211008,83.14644200596004,6.098263028788619,Low light corner,21.232625053807315,53.62766261407487,Compost,14.955189871789814,Fungus gnats,Moderate,48.90368295362979,Loamy,2.9384033859836283
21.96580203817639,20.444717629573322,6.123866915261068,208.43051585565786,2.978253592232658,3h direct morning sun,23.960520157648745,64.64906273482693,Compost,49.33503863506212,Whiteflies,Low,44.712622098061864,Chalky,4.182506155042785
23.380347744481224,46.087877723970784,9.217083211620903,228.83835237862752,1.1677870159661714,Indirect light all day,21.988994778465944,43.53567312182004,Compost,66.18570695992292,Whiteflies,Moderate,14.538752704415659,Sandy,5.040670507972579
27.7383628239988,29.65547520009698,0.8399584969256082,277.0602336547764,6.02419152482487,6h full sun,33.21963022614164,39.11858467139655,Chemical,27.90715371333836,Whiteflies,High,55.1541185126502,Sandy,3.0131581748326846
22.853778011999438,31.94954360202794,6.00249194301343,324.2536659560082,3.0443347467713453,3h direct morning sun,22.613331919430763,58.59685734360341,Chemical,39.17674105154779,Whiteflies,Low,41.08362564221323,Silty,5.008803395575377
11.998678121175672,17.313486848174186,1.0974678310335453,185.15198490203986,3.033555106399993,3h direct morning sun,18.641827559564575,37.68790063333133,Liquid feed,84.97369300550683,Aphids,High,19.366301343943984,Peaty,1.8740285026623196
21.98629556624726,40.82339687094587,8.30110720475268,202.68461670965726,3.161467761014409,Filtered sunlight through curtain,24.474151358899707,71.25650572662967,Chemical,89.27862168996982,Whiteflies,High,26.833850360643805,Clay,5.061736537751519
11.567152581839618,12.979781306974933,4.094580972581423,251.0953273168814,0.9800304854812703,Indirect light all day,24.557117942426146,69.83131852582424,Chemical,60.758330477064646,Whiteflies,Low,22.563114349901095,Chalky,4.056070371947722
41.2705570129354,20.317823079043077,1.6937463031645743,423.2192042641258,2.0736339362677434,3h direct morning sun,21.92705041857864,64.63818636048991,Chemical,95.46152985708359,Spider mites,High,52.39892091427377,Clay,0.8113123907486736
41.61848203235084,29.965771837763313,8.017347213324088,80.83092190306037,6.042658415233768,3h direct morning sun,19.41555558530292,64.44178072870568,Chemical,23.73636836656156,Spider mites,Low,53.32640069004979,Chalky,4.945102748659589
39.10977532587511,23.006091109494314,5.076281109226421,304.1692977424144,0.9948725627027036,3h direct morning sun,28.416756282509684,57.528723769771624,Chemical,31.64473730865281,Whiteflies,Low,37.52568636872946,Peaty,5.0912707310346725
27.77640195673867,31.442113823416914,4.729947966008674,370.00670542336434,4.087129196932678,3h direct morning sun,27.496576291049486,43.34661802457171,Compost,44.04250066204645,Spider mites,Low,45.18762495755004,Clay,2.0642788766197087
44.78585970039698,4.899159827303276,8.231868543413356,480.62767355988797,2.0152147713103274,Filtered sunlight through curtain,22.034235618377345,31.808695233946487,Compost,66.53773416652557,Whiteflies,Moderate,54.28055659933218,Clay,3.917565910651106
23.45290536767022,45.84810153911497,9.059652199286653,233.17368600264996,1.08574298304453,Indirect light all day,22.402340898715256,43.016287345748445,Compost,69.8662309393969,Whiteflies,Moderate,15.530975501628236,Sandy,4.948938498410452
15.172703849484963,20.3754437844176,6.184891626991754,81.10914783883275,2.2310806561551235,Indirect light all day,23.972560741678052,69.38602346601985,Compost,30.436937826404275,Spider mites,Moderate,52.31001717148354,Silty,1.8497198471375207
30.320159312512423,34.190442049017854,7.1747389512079165,166.0312965195311,1.1458145906172628,Filtered sunlight through curtain,26.89565168672044,78.13925641903057,Organic,51.15135847801259,Whiteflies,Low,17.738383699228862,Silty,3.928151787749047
13.25518607093414,43.1936323469328,4.240189376180494,291.00242902615975,2.965851024897848,Filtered sunlight through curtain,23.67833416461649,38.212625927111134,Chemical,34.240575704026,Whiteflies,High,52.59679474292139,Silty,5.120877912457022
16.07298919407189,19.057797574769953,0.0,393.8770453132205,3.991262183338415,Filtered sunlight through curtain,22.04173813902766,40.01751997863596,Chemical,89.60264360881291,Spider mites,Low,35.300755459726524,Clay,1.0225114872178713
33.58851889923464,30.03549919738018,3.2900019078563116,425.40955042470546,0.9642203686000114,6h full sun,23.6983268742664,59.26100217341291,Compost,34.611653206157705,Fungus gnats,Moderate,28.77042942235367,Silty,1.9349876377756063
26.984504714140705,7.593258400523014,2.1080397410231417,382.64915792257545,0.9740133907491937,Indirect light all day,30.215212249442747,64.58520842106572,Chemical,3.039570711264961,Fungus gnats,Low,18.01248954598234,Clay,3.9423306269160485
10.666681355158364,6.6236717013084965,5.921016608037525,279.6948631204928,5.965345372599121,3h direct morning sun,18.85559608660383,49.548046401580145,Chemical,27.362603778786085,Spider mites,Low,37.79496154049745,Chalky,4.982406736728022
38.20953304534759,40.184375849197316,3.921811932440876,128.9744502760843,6.087345318070644,Filtered sunlight through curtain,21.895064719061512,72.84104314277336,Chemical,79.8413765825538,Aphids,Moderate,39.51773372667959,Sandy,4.950307523744269
32.11053885017282,49.8109566664362,6.17830216163524,454.42982044312816,5.990810376177292,6h full sun,19.334027161381425,59.53780633292018,Chemical,29.050465653706283,Whiteflies,Low,51.652365604300506,Peaty,4.01117792462419
29.066732037115198,18.780741475653453,7.931652414223278,125.02294121982911,2.023670484293262,Filtered sunlight through curtain,24.507869624862824,44.06907024619291,Chemical,19.332865000022952,Whiteflies,Low,44.25596686625578,Clay,4.89401932245084
29.950158012358298,11.740506513419028,5.698377713807761,432.9851967606211,1.9800353878608354,Low light corner,22.278423028570366,52.2956459254691,Chemical,53.76525556426075,Spider mites,High,17.639594417140337,Loamy,1.9262663234069133
32.38474065563332,13.93075363261172,7.331680388802486,132.65194059212902,2.176032396201326,Low light corner,20.09722150965309,61.21392849418333,Liquid feed,61.27200510671896,Whiteflies,High,12.552816004666784,Chalky,2.9961372244129407
42.75798168049123,20.511643855999665,1.9557327408783949,466.461263705269,6.003026657790344,3h direct morning sun,20.414437284313784,35.55294388048622,Chemical,27.759499980555184,Aphids,Moderate,57.28379662608144,Chalky,0.9854090795451157
22.221625273649167,48.35901746022478,7.798097107309499,313.4818414137937,4.9497973287449915,Low light corner,22.89422327232559,74.35638181855677,Compost,51.57590879251685,Fungus gnats,Low,44.330245264073234,Peaty,1.0356781705237452
27.192233501350415,16.310715464553684,4.173359209230619,180.86052065568109,3.0364822656848403,Indirect light all day,24.822233163154973,62.059523071811434,Liquid feed,89.94999511840173,Aphids,Low,59.109054933518806,Sandy,3.9032232050065696
25.06034224919187,21.576431365308885,0.9497296077695101,237.01186054773413,2.9973565886422993,Low light corner,23.986959689082948,42.249496508438696,Liquid feed,23.09500686279577,Aphids,Low,22.93635310244578,Clay,1.9159720937419094
24.74172273935608,32.625479049784126,0.90762513995187,415.4897194550162,1.9477436193842983,6h full sun,26.809084488352745,42.844909149319676,Liquid feed,98.71540768769945,Aphids,High,53.7644704742042,Peaty,4.980841217727224
18.888648190213395,15.88732290976481,8.963031219972587,489.59299796569707,6.024837891492093,6h full sun,27.387676127790165,39.3640393096533,Chemical,30.76627150783141,Spider mites,Low,47.4710152114076,Sandy,2.0143911696629155
25.055264557727316,36.11445618770909,6.051371151951389,360.96791879694445,0.833664943157168,Filtered sunlight through curtain,27.10252265992809,75.1583001474939,Chemical,98.51759955077495,Whiteflies,Low,22.17914312759914,Chalky,4.961534196018372
32.65190420509032,19.523610794581476,1.906805803864227,137.38707809403425,2.0498439768925536,Low light corner,24.1220126326687,74.9029655676745,Liquid feed,15.445184090524124,Fungus gnats,High,54.63614282890962,Silty,1.0034195468514764
30.930319051694138,21.120959120410717,8.813804102213668,386.1103024185098,2.9397906544689825,3h direct morning sun,20.598773730928208,75.66044008039239,Liquid feed,31.10769517485639,Whiteflies,Low,47.770730439625446,Loamy,4.016784609999281
32.73820289371869,13.587840092210167,6.7730358392848755,267.35450185684647,5.920351279663625,Indirect light all day,23.186014248911867,46.03822339541603,Liquid feed,23.703748536359072,Aphids,High,17.144517888773382,Clay,5.03762125867122
24.669725933767438,10.8055915090171,6.004643176227758,385.2768052913318,3.931718197441195,6h full sun,24.940335023493994,80.65314714754228,Chemical,32.381778323908016,Aphids,High,43.891362315613925,Sandy,4.092771606958139
8.48620642983726,19.802247352737947,0.002264653411603348,172.62640782293312,2.0752671581061906,3h direct morning sun,18.33617127662352,65.88614191455247,Liquid feed,4.719975607421955,Whiteflies,Low,19.610725538810684,Peaty,0.9128489006072491
44.27297632450524,28.466778976206655,0.0,445.53807742998987,1.0368986269815959,Filtered sunlight through curtain,15.901095866274177,49.83745345616485,Organic,89.68006794369177,Whiteflies,Low,57.59528399180276,Loamy,4.032571175409563
20.72590191819682,47.47161551761447,9.225166800432552,448.79967507549634,1.9335925162164884,Low light corner,27.620007433505243,57.580046416361775,Chemical,96.12753944011637,Spider mites,Low,44.38403145088511,Loamy,3.9792129787815855
27.89761056702236,7.17210778899145,8.069445469165785,450.78044172216556,4.981682493705577,Filtered sunlight through curtain,26.607317485151473,67.17483865040751,Chemical,63.41117711866171,Aphids,Low,48.09458280208144,Sandy,4.054323461465602
4.3980711654584,20.803691271117714,1.1102959816662947,397.8449121252844,1.0772869687317392,3h direct morning sun,21.89178483070309,73.65755690096623,Chemical,25.98083970633879,Spider mites,High,44.088644440360156,Clay,1.073257659238743
38.94164944397795,8.250256957547224,1.7359894089935592,384.3348362404854,1.957533377598393,Filtered sunlight through curtain,26.222600943920973,52.90129628948579,Compost,34.78019635742947,Whiteflies,Moderate,36.016185677565005,Clay,3.9606839831031575
29.132345326644977,8.215417716490485,5.356493777670354,459.9486640835415,1.195105390554487,Indirect light all day,31.496301569031598,46.65225972390089,Chemical,65.29961915188218,Fungus gnats,Low,33.70976640813901,Peaty,1.963451558470594
32.94008434211878,14.993882750590808,0.8557703065918081,466.0085813380675,1.8653888693483756,6h full sun,28.205517910947933,53.055493624351385,Liquid feed,94.77785154612108,Whiteflies,Low,57.324018256424075,Peaty,0.901996154134451
27.909951219306247,34.85882918134025,3.9325172675279267,68.86411807750034,5.93546949956131,Low light corner,23.313219982412114,69.3169483421452,Liquid feed,11.159061342576797,Whiteflies,Low,46.92753709438455,Peaty,1.98556198477485
22.193036164383166,44.05280155648811,4.889941081464689,197.3297965210086,3.0183490717779256,Low light corner,20.781283631265314,34.32464101975537,Organic,4.749454001469011,Whiteflies,Moderate,33.49847440413193,Chalky,1.9879293582030775
38.44149615364337,46.43868071911708,5.966841913636415,403.7870023603074,0.9096724659515207,3h direct morning sun,27.406032383920323,60.66477237141305,Chemical,43.148026801339924,Spider mites,Low,49.16777384923137,Peaty,5.077622151322857
26.439246386362488,47.54497052328607,8.075128918090803,494.44348993928173,2.9642091188703046,Indirect light all day,26.06084979633739,47.439823779225286,Chemical,62.3700058652842,Aphids,Low,11.113543103716674,Sandy,1.1002728864614992
13.237510143026917,28.15799256442112,7.993500208345954,436.566537116981,0.8585279266690851,3h direct morning sun,28.43485899681573,69.32930708064741,Organic,80.51978883882188,Aphids,Low,24.03188351907378,Loamy,2.0748386268468195
37.63305676785187,21.746414426782,9.155799310174364,383.59648969929555,2.925937995231717,Indirect light all day,26.98330095055381,68.72546900661128,Compost,13.617818711212964,Whiteflies,Moderate,18.836480378147606,Peaty,4.949624723319553
41.6553455779651,46.76228618009449,0.9088105339641606,466.6785531604208,2.86115727005809,Indirect light all day,26.869172230494318,66.03408292313364,Organic,53.97246273000491,Whiteflies,High,55.08872320368071,Peaty,2.9004798010101926
28.1275567103079,10.448832659254512,0.8628603312520582,447.995657310935,4.026308424224149,6h full sun,24.849426043350373,73.76006899805351,Chemical,14.378623360948414,Whiteflies,Moderate,37.20642690980835,Sandy,3.015155157721654
29.4348018913646,44.38891770463306,0.8546636819781774,129.70717865061673,1.9543155126453098,Low light corner,24.338674667685922,38.724145005913506,Compost,34.61047052360639,Whiteflies,Low,21.65127920063116,Loamy,4.89502464100015
40.16852926641488,36.671536872337676,2.2624700653858345,412.8836822512979,1.9014810630726915,3h direct morning sun,26.617286310613782,47.80110900619538,Liquid feed,36.58122580738288,Aphids,High,33.26885014358947,Peaty,1.0591252077988997
39.091456491102086,37.67873936799684,9.118846908272882,459.3709283511005,5.020334448335078,3h direct morning sun,27.00450143382412,43.18988581912617,Chemical,3.478391374805479,Whiteflies,Low,53.57936528568838,Clay,1.8815883766405612
23.510945618154054,42.162022536852675,0.921700465737601,415.7937912872107,1.0221827383154833,3h direct morning sun,20.841666446500753,70.16618701109036,Liquid feed,19.757853055217502,Fungus gnats,Low,59.32457890186567,Silty,0.9437613265618756
22.3112618700636,36.137721841093644,8.905544427793314,266.0489783602935,6.014074633043983,Low light corner,26.575990514806545,69.1407079001792,Chemical,31.458840732931474,Whiteflies,Low,23.657565349995412,Clay,2.0551834673653033
32.09148621335992,33.03587384801652,5.094275765997367,411.41815598162594,5.927451058881403,3h direct morning sun,26.957928274073886,40.41044638640453,Organic,78.87176197481782,Aphids,Low,48.61345718828453,Silty,4.027014623853466
40.9404033317352,17.609933944377175,8.114288797638354,390.17178534657734,1.89557548677886,Low light corner,21.447769253633158,59.68852470404593,Compost,99.33932534472291,Whiteflies,High,25.047071409392156,Clay,4.027852661706933
0.0,30.7810635395959,5.080288127258979,274.20671169795673,1.0108029561507015,Low light corner,22.624038358703555,48.587603137097034,Chemical,14.806801100742323,Aphids,High,51.14278706498972,Chalky,5.013591191500109
15.028043381895618,8.290774536846161,5.278989727564815,267.22754308487424,3.003545141092962,3h direct morning sun,25.586378194763682,43.87338654594539,Compost,0.0,Fungus gnats,High,44.81325877754896,Peaty,1.837240633453992
0.08451282822165043,35.36573179208373,1.9577003602212077,291.8417616705942,2.157251891172709,Indirect light all day,28.420381557516563,49.38373884675068,Compost,8.08633210076924,Fungus gnats,Low,53.877423541270346,Sandy,5.074912616338113
23.58165667493016,19.855900184257553,2.055147633122104,80.4530474054391,4.924233202331568,3h direct morning sun,17.869608544487317,30.145805366264316,Liquid feed,31.87827831885691,Whiteflies,Moderate,18.239486313835467,Chalky,1.0201916479903201
30.361925994983988,34.64953434509315,7.035016993908669,209.98393103632546,0.9926028031998473,3h direct morning sun,19.766372272256557,58.32760023504009,Compost,3.771885884291479,Whiteflies,High,17.5986144348839,Peaty,5.047711738897572
34.3203980411686,34.54656283285399,8.008015261992707,105.14363243379562,3.905540964750511,3h direct morning sun,22.004780090400935,47.3342922564794,Organic,86.1666878777357,Fungus gnats,Low,48.80473966186316,Peaty,2.0519866779546243
32.592050478221324,26.084178834112883,7.748893269801799,287.15565919413837,5.106424758433918,6h full sun,27.174659106429147,79.32468270991616,Chemical,62.51935432339034,Fungus gnats,High,50.75982741539506,Sandy,2.005734539559368
41.90612230660261,24.957252320542814,5.959796368188603,456.8865357800512,1.997496199513999,3h direct morning sun,29.257146152442324,47.050837716346194,Chemical,53.34708463019184,Aphids,Low,34.01576741002587,Loamy,3.1235981873346934
20.289687182098056,10.741170460065067,2.9367841736577196,390.1062514482366,6.115500965902069,Indirect light all day,25.46039009912095,66.58695548517615,Organic,72.53357414155641,Fungus gnats,High,44.032068022381026,Sandy,4.8925929106883
13.750820282001524,14.770663335777721,2.898455031988463,251.89343141834053,2.1487116297805735,3h direct morning sun,24.159018947173795,52.506161617283965,Liquid feed,54.02687697006702,Whiteflies,High,25.579232421619196,Silty,2.0464708793663773
26.59326502708939,38.247502848329525,0.02090835217437615,316.079191765708,3.02158382598839,Indirect light all day,24.418530345687326,63.85072364427359,Chemical,82.7080918698859,Whiteflies,Low,34.63991505835979,Chalky,3.01960306668773
23.83137809843811,26.005383535781224,8.968446404550383,457.201416482272,6.051714328741009,Low light corner,26.884448312406203,56.04893313652834,Organic,63.249995346415425,Whiteflies,High,48.40598650510065,Silty,4.86654296631862
57.86466425388481,44.695239687939115,1.9810052156743319,234.89334738873433,4.046475295077182,Indirect light all day,29.82641710531856,71.57850644400477,Compost,8.317835847082712,Fungus gnats,High,47.615433781516536,Silty,0.950632170733821
34.31541096383799,21.7422261202006,4.930802613735301,196.04786307789254,3.9640710376647954,Low light corner,22.769351127346233,60.7113899041817,Compost,19.37760290301178,Fungus gnats,Low,58.25303206231014,Clay,4.007542464355282
34.93237477343864,21.846929423945785,3.148408798512087,305.04454917863575,5.013497201999381,Low light corner,25.67618221278223,73.41909738564097,Chemical,71.0398072233306,Aphids,High,23.076905623048525,Chalky,2.932765509673836
25.626053935094372,15.489859302869899,1.9994332688614738,283.7996625202145,1.0410490254655285,6h full sun,23.808166948761794,46.525512447594686,Compost,52.20688836401614,Spider mites,Low,49.41138706009113,Peaty,1.0957810345605574
44.12936329668782,23.176451938246007,1.0506493339714167,271.9400845174721,3.0350597077201047,Low light corner,24.372107225092517,51.79908952123336,Chemical,65.72610533002218,Aphids,High,19.028755977475875,Silty,2.9946760220806956
33.6885203698793,33.444603124442295,3.2019556304917893,427.64416092962756,1.0813499716548627,Low light corner,21.680546140588906,56.953941743294365,Compost,9.218005472407567,Spider mites,Moderate,49.810972379086444,Loamy,5.100323013305358
31.076540106965457,13.692451385392244,0.8526335185742733,173.62324506828207,1.0255680224958819,Low light corner,21.57286890875358,78.91946493951829,Organic,30.73047702195413,Fungus gnats,High,37.97207709319231,Loamy,2.0906360793542835
31.34146712042613,39.70009498666499,1.1047277232344748,156.00797955028904,1.054914057237341,3h direct morning sun,20.53031087814461,65.63724018107615,Organic,47.17523029206078,Fungus gnats,High,49.47698954721961,Peaty,2.989402036417974
27.61661357970641,47.78352637344734,4.960333871547562,377.0041825304307,1.9706402860546313,Filtered sunlight through curtain,23.94313909969458,47.28415943228576,Compost,98.02286831009903,Whiteflies,Low,55.63411124319557,Clay,3.005398220977112
26.83119617528211,19.892042654977026,8.022860589684388,82.9654855458322,2.9423951576330567,6h full sun,22.13490435884391,47.20766540933968,Chemical,20.084547748447243,Whiteflies,Low,10.26880318760017,Sandy,4.14460088431583
32.506342907658016,24.8575756540069,0.8304092949937437,231.92698936386662,0.9823033014955567,3h direct morning sun,27.170509469723626,47.79001934675397,Organic,94.3725423473963,Whiteflies,Moderate,47.170508695751415,Loamy,5.0176329985576515
22.034732094337542,45.85875945807807,5.041627984137411,463.8567984251742,2.886019860895832,Filtered sunlight through curtain,22.68308480000045,58.30750395660989,Liquid feed,82.71509216136329,Whiteflies,Low,49.64487015554389,Chalky,2.879751279631036
21.068479407808102,39.08241972123175,0.9922851416242197,350.4493331430087,3.02543306408251,3h direct morning sun,24.982154781191376,40.319839527526774,Compost,97.32364984153958,Whiteflies,Low,53.19502714828582,Chalky,4.9407694062165675
30.252984298532603,25.992234443061005,8.153401006304978,103.84184023459112,1.0749208240106076,3h direct morning sun,25.464712510822746,48.530018411077336,Compost,11.391187991779887,Spider mites,Low,28.568569886205896,Peaty,4.002102766658791
27.744415516489113,27.131406941890074,0.08016122728489707,279.19076783795566,4.765966782016639,Filtered sunlight through curtain,23.53209038664392,47.185433393569085,Chemical,58.85149519246121,Aphids,High,53.57892811875668,Silty,2.0953396139426816
